Name,Mileage,Engine,Seats
Maruti Alto 800 LXI,22.74,796,5.0
Volkswagen Polo Diesel Highline 1.2L,22.07,1199,5.0
Toyota Corolla Altis VL AT,14.28,1798,5.0
Hyundai Santro Xing GLS,17.92,1086,5.0
Maruti Swift ZXI,20.4,1197,5.0
Renault Scala Diesel RxL,21.64,1461,5.0
Maruti Vitara Brezza ZDi Plus,24.3,1248,5.0
Nissan Micra XV,18.06,1198,5.0
Ford Figo Diesel EXI,20.0,1399,5.0
Honda CR-V 2.0 AT,13.1,1997,5.0
Nissan Terrano XV 110 PS,19.01,1461,5.0
Toyota Etios Liva 1.2 G,17.71,1197,5.0
Hyundai i20 Asta 1.4 CRDi,21.27,1396,5.0
Ford Figo Aspire 1.2 Ti-VCT Ambiente,18.16,1196,5.0
Mitsubishi Pajero 2.8 GLX CRZ,10.5,2835,6.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,17.11,1968,5.0
Toyota Innova 2.0 E,12.4,1998,8.0
Chevrolet Aveo U-VA 1.2 LS,15.26,1150,5.0
Hyundai Getz GLS,15.3,1341,5.0
Honda Amaze S i-Dtech,25.8,1498,5.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,22.7,1498,5.0
Volkswagen CrossPolo 1.5 TDI,20.14,1498,5.0
Hyundai Elite i20 Petrol Sportz,18.6,1197,5.0
Toyota Innova 2.5 V Diesel 8-seater,12.8,2494,8.0
Mercedes-Benz M-Class ML 250 CDI,15.26,2143,5.0
Maruti Wagon R LX BSIII,17.3,1061,5.0
Ford Endeavour 2.2 Trend AT 4X2,12.62,2198,7.0
Hyundai Elite i20 Petrol Sportz,18.6,1197,5.0
Honda WRV i-VTEC VX,17.5,1199,5.0
Volkswagen Polo Petrol Highline 1.2L,16.47,1198,5.0
Honda CR-V 2.0L 2WD MT,13.7,1997,5.0
Hyundai Grand i10 1.2 Kappa Asta,18.9,1197,5.0
Maruti Swift Dzire VXI,19.1,1197,5.0
BMW 5 Series 2003-2012 530d,16.2,2993,5.0
Ford Ecosport 1.5 DV5 MT Ambiente,22.7,1498,5.0
Honda City i DTec V,26.0,1498,5.0
Tata Indigo LS,17.0,1405,5.0
Renault Duster 110PS Diesel RxL,19.01,1461,5.0
Hyundai i10 Sportz,20.36,1197,5.0
Honda Jazz 1.2 SV i VTEC,18.7,1199,5.0
Maruti SX4 S Cross DDiS 200 Zeta,23.65,1248,5.0
Honda Accord VTi-L MT,11.9,2354,5.0
Volkswagen Polo Petrol Comfortline 1.2L,16.47,1198,5.0
Maruti Ritz VDi,21.1,1248,5.0
Honda Amaze S Petrol,19.5,1199,5.0
Hyundai i20 1.2 Asta Option,18.6,1197,5.0
Renault Duster 85PS Diesel RxL,20.45,1461,5.0
Hyundai Grand i10 Magna,18.9,1197,5.0
BMW 3 Series 320d Highline,16.07,1995,5.0
Ford Ecosport 1.5 DV5 MT Trend,22.7,1498,5.0
Volkswagen Vento 1.5 TDI Highline AT,21.5,1498,5.0
Honda Accord 2.4 AT,11.7,2354,5.0
Chevrolet Aveo 1.4,14.49,1399,5.0
Volkswagen Polo 1.2 MPI Highline Plus,16.2,1199,5.0
Mahindra Xylo D4 BS III,14.95,2489,7.0
Hyundai i10 Magna AT,19.2,1197,5.0
Mahindra XUV500 W8 4WD,15.1,2179,7.0
Hyundai Elantra CRDi SX,22.7,1582,5.0
Volkswagen Passat 1.8 TSI MT,14.3,1798,5.0
Hyundai Grand i10 1.2 Kappa Sportz,18.9,1197,5.0
Hyundai i20 Asta Option 1.2,18.6,1197,5.0
Chevrolet Enjoy TCDi LS 8 Seater,18.2,1248,8.0
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,14.3,1598,5.0
Hyundai Creta 1.6 CRDi SX,19.67,1582,5.0
Chevrolet Beat Diesel PS,25.44,936,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Hyundai i20 Sportz Option 1.2,18.6,1197,5.0
Audi Q7 3.0 TDI quattro,12.07,2967,7.0
Porsche Panamera Diesel,17.85,2967,4.0
Honda City i VTEC VX,17.8,1497,5.0
Mahindra Quanto C4,17.21,1493,7.0
Audi A4 2.0 TDI Multitronic,16.55,1968,5.0
Hyundai Sonata Transform 2.4 GDi AT,12.37,2359,5.0
Hyundai Verna 1.6 SX,22.32,1582,5.0
Maruti Wagon R LXI BS IV,18.9,998,5.0
Maruti Ertiga SHVS ZDI Plus,24.52,1248,7.0
Hyundai Xcent 1.1 CRDi S Option,24.4,1120,5.0
Maruti Swift VDI,22.9,1248,5.0
Mahindra XUV500 W6 2WD,16.0,2179,7.0
BMW 5 Series 520d Luxury Line,22.48,1995,5.0
Toyota Corolla Altis 1.8 G,14.28,1798,5.0
Hyundai i20 Asta 1.4 CRDi,22.54,1396,5.0
Mahindra KUV 100 mFALCON G80 K2,18.15,1198,6.0
Maruti Alto 800 2016-2019 LXI,24.7,796,5.0
Fiat Punto EVO 1.2 Emotion,15.7,1172,5.0
Maruti Wagon R VXI BS IV,18.9,998,5.0
Mitsubishi Pajero 4X4 LHD,9.5,2835,6.0
Honda Brio EX MT,19.4,1198,5.0
Hyundai i20 Asta Option 1.4 CRDi,22.54,1396,5.0
Hyundai Creta 1.6 SX Plus Petrol Automatic,13.0,1591,5.0
Honda Amaze S i-VTEC,17.8,1198,5.0
Mahindra KUV 100 mFALCON G80 K6 Plus,18.15,1198,6.0
Honda City i-VTEC CVT VX,18.0,1497,5.0
Mahindra XUV500 AT W10 FWD,16.0,2179,7.0
Mercedes-Benz New C-Class 220 CDI AT,14.84,2143,5.0
Renault Duster 110PS Diesel RxZ AMT,19.6,1461,5.0
Volkswagen Polo 1.2 MPI Comfortline,16.47,1198,5.0
BMW 5 Series 520d Sedan,18.48,1497.0,5.0
Mercedes-Benz S Class 2005 2013 S 350 CDI,13.5,2987,5.0
Hyundai Santro GLS II - Euro II,0.0,1497.0,5.0
Jaguar XJ 3.0L Premium Luxury,12.9,2993,4.0
Maruti Swift VDI,28.4,1248,5.0
Honda Amaze S i-Dtech,25.8,1498,5.0
BMW 3 Series 320d Highline,16.07,1995,5.0
Hyundai Verna 1.4 EX,23.5,1396,5.0
Toyota Fortuner 4x2 4 Speed AT,11.5,2982,7.0
Maruti Swift VXI,18.6,1197,5.0
Chevrolet Beat LS,18.6,1199,5.0
Hyundai Grand i10 Asta Option AT,18.9,1197,5.0
Ford Figo Petrol ZXI,15.6,1196,5.0
Maruti Swift VXI BSIII,16.1,1298,5.0
Audi A4 35 TDI Premium,17.11,1968,5.0
Honda City V MT,16.8,1497,5.0
Honda Jazz V,18.2,1199,5.0
Volkswagen Polo 1.5 TDI Highline,20.14,1498,5.0
Nissan Terrano XL D Option,19.87,1461,5.0
Land Rover Discovery Sport SD4 HSE Luxury 7S,12.51,2179,7.0
Hyundai i20 Magna Optional 1.2,18.5,1197,5.0
Honda City 1.5 E MT,17.0,1497,5.0
Mahindra XUV500 W10 AWD,16.0,2179,7.0
Jeep Compass 2.0 Limited Option 4X4,16.3,1956,5.0
Mahindra XUV500 W10 AWD,16.0,2179,7.0
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,11.79,2179,8.0
Datsun GO Plus T,19.44,1198,7.0
Mahindra Scorpio S6 Plus 7 Seater,15.4,2179,7.0
Honda Amaze S AT i-Vtech,15.5,1198,5.0
Honda City i-DTEC ZX,25.6,1498,5.0
Tata Indigo GLE,14.4,1396,5.0
Hyundai Grand i10 1.2 CRDi Sportz,24.0,1186,5.0
Hyundai Verna 1.4 CX VTVT,17.43,1396,5.0
Toyota Innova Crysta 2.4 VX MT,13.68,2393,7.0
BMW X1 sDrive20d,17.05,1995,5.0
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,16.96,1968,5.0
Ford Figo Diesel ZXI,20.0,1399,5.0
Mahindra Ssangyong Rexton RX7,11.18,2696,7.0
Volkswagen Vento Petrol Highline,15.04,1598,5.0
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,15.0,1598,5.0
Volkswagen Polo Petrol Comfortline 1.2L,16.47,1198,5.0
Maruti S Cross DDiS 200 Delta,23.65,1248,5.0
Toyota Corolla Altis G,14.53,1798,5.0
Maruti Ertiga ZDI,20.77,1248,7.0
Hyundai i10 Asta Sunroof AT,19.2,1197,5.0
Mercedes-Benz CLA 200 CDI Sport,17.9,2143,5.0
Honda City ZX VTEC,16.9,1497,5.0
Mahindra KUV 100 G80 K8,18.15,1198,6.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Honda City 1.5 V MT,17.0,1497,5.0
Audi A6 35 TDI Matrix,18.53,1968,5.0
Ford Figo Diesel ZXI,20.0,1399,5.0
Mercedes-Benz GLA Class 200 CDI,17.9,2143,5.0
Chevrolet Aveo U-VA 1.2 LS,15.26,1150,5.0
Ford Figo 2015-2019 1.5D Titanium MT,25.83,1498,5.0
Hyundai Elantra CRDi SX AT,22.7,1582,5.0
Maruti Baleno Zeta CVT,21.4,1197,5.0
Maruti Swift LXi BSIV,16.1,1197,5.0
Mercedes-Benz CLS-Class 2006-2010 350 CDI,9.9,3498,4.0
BMW 3 Series Luxury Line,21.76,1995,5.0
Maruti Dzire AMT ZDI Plus,28.4,1248,5.0
Hyundai Verna 1.6 SX VTVT,17.01,1591,5.0
Jeep Compass 2.0 Longitude,17.1,1956,5.0
Hyundai Sonata Embera 2.0L CRDi AT,11.4,1991,5.0
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,21.5,1497,5.0
Hyundai EON Era Plus,21.1,814,5.0
BMW 5 Series 2013-2017 530d M Sport,14.69,2993,5.0
Maruti Ertiga VDI,20.77,1248,7.0
Honda Amaze E i-Vtech,18.0,1198,5.0
Ford Fiesta 1.4 Duratec ZXI,16.6,1388,5.0
Honda Civic 2006-2010 1.8 V MT,13.5,1799,5.0
Maruti Ertiga ZDI,20.77,1248,7.0
Hyundai Grand i10 CRDi Sportz,24.0,1120,5.0
Hyundai Xcent 1.2 VTVT E Plus,20.14,1197,5.0
Hyundai i10 Era,19.81,1086,5.0
Honda Amaze S i-Vtech,18.0,1198,5.0
Audi A6 2.7 TDI,12.4,2698,5.0
Hyundai i10 Magna 1.2 iTech SE,20.36,1197,5.0
Renault KWID RXT Optional,25.17,799,5.0
Audi A4 New 2.0 TDI Multitronic,15.2,1968,5.0
Maruti Alto 800 LXI Airbag,22.74,796,5.0
Honda City i VTEC VX Option,17.8,1497,5.0
Mercedes-Benz New C-Class C250 Avantgarde,11.74,1796,5.0
Audi Q5 3.0 TDI Quattro Technology,13.22,2967,5.0
Volkswagen Polo 1.2 MPI Comfortline,16.2,1199,5.0
Hyundai Creta 1.4 E Plus Diesel,21.38,1396,5.0
Honda City 1.5 V MT,17.0,1497,5.0
Honda City 1.5 S MT,17.0,1497,5.0
Maruti S Cross DDiS 320 Alpha,22.7,1598,5.0
Maruti SX4 Vxi BSIV,16.51,1586,5.0
Maruti Swift Dzire VDI,23.4,1248,5.0
Maruti Ertiga ZDI,20.77,1248,7.0
Hyundai i20 1.2 Spotz,18.6,1197,5.0
Hyundai Grand i10 CRDi Magna,24.0,1120,5.0
Honda City i VTEC SV,17.4,1497,5.0
Skoda Rapid 1.6 TDI Elegance,20.5,1598,5.0
Mercedes-Benz E-Class E270 CDI,11.0,2987,5.0
Hyundai Santa Fe 4WD AT,13.01,2199,7.0
Maruti Alto LXi,19.7,796,5.0
ISUZU D-MAX V-Cross 4X4,12.4,2499,5.0
Hyundai Verna 1.4 CRDi GL,24.8,1396,5.0
Ford Figo Diesel ZXI,20.0,1399,5.0
Honda City 1.5 S MT,17.0,1497,5.0
Hyundai Verna 1.6 CRDi S,23.9,1582,5.0
Hyundai Creta 1.6 SX Plus Petrol Automatic,13.0,1591,5.0
Ford Ecosport 1.5 DV5 MT Titanium,22.7,1498,5.0
BMW X6 xDrive30d,11.2,2993,4.0
BMW 5 Series 2013-2017 520d Luxury Line,18.12,1995,5.0
Ford Figo Aspire 1.5 TDCi Ambiente,25.83,1498,5.0
Hyundai Verna VTVT 1.6 AT EX,17.0,1591,5.0
Ford Ikon 1.4 TDCi DuraTorq,13.8,1399,5.0
Audi A6 2011-2015 2.0 TDI,17.68,1968,5.0
Hyundai i20 2015-2017 Sportz AT 1.4,15.0,1396,5.0
Toyota Fortuner 2.8 4WD MT,14.24,2755,7.0
Renault KWID RXT,25.17,799,5.0
Chevrolet Spark 1.0 LT,18.0,995,5.0
Hyundai Verna Transform VTVT,16.2,1599,5.0
BMW 3 Series 320d Sport Line,18.88,1995,5.0
Maruti Swift Dzire VDI,26.59,1248,5.0
Hyundai Xcent 1.2 CRDi E Plus,25.4,1186,5.0
Honda Jazz V CVT,19.0,1199,5.0
Tata Indigo LS,17.0,1405,5.0
Ford Fiesta Classic 1.4 Duratorq CLXI,17.8,1399,5.0
Maruti S-Cross Alpha DDiS 200 SH,25.1,1248,5.0
Maruti SX4 Zxi with Leather BSIII,15.6,1586,5.0
Maruti Baleno Zeta Automatic,21.4,1197,5.0
Maruti Ritz LDi,23.2,1248,5.0
Hyundai Elantra CRDi SX AT,19.5,1582,5.0
Chevrolet Spark 1.0 LT,16.2,995,5.0
Hyundai i20 1.2 Spotz,18.6,1197,5.0
Hyundai Xcent 1.1 CRDi Base,24.4,1120,5.0
Honda Jazz 1.2 V CVT i VTEC,19.0,1199,5.0
Honda Brio S MT,19.4,1198,5.0
Mercedes-Benz E-Class E250 CDI Avantgrade,13.0,2143,5.0
Tata Hexa XT,17.6,2179,7.0
Hyundai Xcent 1.1 CRDi Base,24.4,1120,5.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,22.7,1498,5.0
Tata Nano XTA,21.9,624,4.0
Honda Brio VX,19.4,1198,5.0
Maruti Ertiga SHVS ZDI Plus,24.52,1248,7.0
Hyundai i10 Sportz 1.2,20.36,1197,5.0
Mahindra XUV500 W10 2WD,16.0,2179,7.0
Volkswagen Vento Diesel Highline,20.54,1598,5.0
Tata Safari Storme 2012-2015 VX,14.0,2179,7.0
Honda Accord 2.4 Elegance M/T,10.2,2354,5.0
Maruti Eeco 7 Seater Standard,15.1,1196,7.0
Maruti Swift VDI,22.9,1248,5.0
Maruti Baleno Zeta Automatic,21.4,1197,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Hyundai Xcent 1.2 Kappa S,19.1,1197,5.0
Mercedes-Benz New C-Class C 220 CDI Style,19.27,2143,5.0
Skoda Superb 1.8 TSI MT,13.14,1798,5.0
Volkswagen CrossPolo 1.5 TDI,20.14,1498,5.0
Maruti Ignis 1.2 Delta,20.89,1197,5.0
Maruti Swift VDI BSIV,25.2,1248,5.0
Honda City i VTEC VX Option,17.8,1497,5.0
BMW 5 Series 530d Highline Sedan,11.5,2993,5.0
Skoda Laura Ambiente,17.5,1896,5.0
Volkswagen Polo GT TSI,17.21,1197,5.0
Renault Duster 85PS Diesel RxL,19.87,1461,5.0
Honda City 1.5 S AT,16.8,1497,5.0
Volkswagen Vento Diesel Highline,20.54,1598,5.0
Hyundai Grand i10 Sportz,18.9,1197,5.0
Ford Fiesta 1.4 ZXi Duratec,16.6,1388,5.0
Hyundai Xcent 1.1 CRDi S,24.4,1120,5.0
Honda Amaze VX i-DTEC,25.8,1498,5.0
Honda City i VTEC CVT VX,18.0,1497,5.0
Renault Fluence 1.5,20.4,1461,5.0
BMW 5 Series 520d Luxury Line,22.48,1995,5.0
Maruti SX4 ZXI MT BSIV,15.5,1586,5.0
Honda City ZX CVT,16.4,1497,5.0
Volkswagen Ameo 1.2 MPI Comfortline,17.0,1198,5.0
Volkswagen Ameo 1.2 MPI Comfortline,17.0,1198,5.0
Audi A4 2.0 TDI Multitronic,16.55,1968,5.0
Maruti Wagon R VXI,18.9,998,5.0
Hyundai Verna SX CRDi AT,19.08,1582,5.0
Mercedes-Benz GLC 220d 4MATIC Style,17.9,2143,5.0
BMW 3 Series Luxury Line,21.76,1995,5.0
Honda Mobilio V Option i DTEC,24.2,1498,7.0
Hyundai Creta 1.6 CRDi AT SX Plus,17.01,1582,5.0
Honda City 1.5 S MT,17.0,1497,5.0
Ford Fiesta 1.4 TDCi EXI,17.8,1399,5.0
Maruti Swift Dzire LDI,26.59,1248,5.0
Mercedes-Benz E-Class E250 CDI Launch Edition,13.0,2143,5.0
Chevrolet Captiva LT,11.5,1991,7.0
Toyota Innova 2.5 V Diesel 7-seater,12.8,2494,7.0
Mahindra Quanto C8,17.21,1493,7.0
Honda City i VTEC V,17.4,1497,5.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,17.11,1968,5.0
Volkswagen Polo Diesel Comfortline 1.2L,22.07,1199,5.0
Ford EcoSport 1.5 Petrol Titanium Plus AT,14.8,1497,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,12.99,2494,7.0
Honda City 1.5 EXI,13.0,1493,5.0
Maruti Alto 800 2016-2019 LXI Optional,24.7,796,5.0
Mercedes-Benz M-Class ML 320 CDI,8.7,2987,5.0
Maruti Swift Dzire LDI,26.59,1248,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,24.3,1248,5.0
Volvo S60 D5 Summum,13.2,2400,5.0
Toyota Fortuner 4x2 AT,12.55,2982,7.0
Hyundai i20 Sportz Option Diesel,23.0,1396,5.0
Audi A4 35 TDI Premium,17.11,1968,5.0
Nissan Terrano XV D Pre,19.64,1461,5.0
Maruti Celerio ZXI AMT,23.1,998,5.0
Hyundai i10 Sportz AT,16.95,1197,5.0
BMW 3 Series 320d,22.69,1995,5.0
Hyundai Grand i10 Sportz,18.9,1197,5.0
Hyundai Grand i10 Asta Option AT,18.9,1197,5.0
Hyundai Grand i10 1.2 Kappa Sportz,18.9,1197,5.0
Volkswagen Polo 1.2 MPI Comfortline,16.47,1198,5.0
Honda City ZX EXi,17.7,1497,5.0
Mercedes-Benz GLA Class 200 CDI,17.9,2143,5.0
Maruti Omni 8 Seater BSIV,14.0,796,5.0
Hyundai Verna 1.6 SX VTVT AT,15.74,1591,5.0
Maruti Alto 800 LXI,22.74,796,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,24.3,1248,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Maruti Vitara Brezza ZDi,24.3,1248,5.0
Hyundai i20 1.2 Spotz,18.6,1197,5.0
Mercedes-Benz E-Class 250 D W 210,10.0,1796,5.0
Maruti Alto LXi,19.7,796,5.0
Honda Amaze S i-Vtech,18.0,1198,5.0
Land Rover Range Rover Sport HSE,12.65,2993,5.0
Hyundai Grand i10 CRDi Magna,24.0,1120,5.0
Honda Civic 2006-2010 1.8 S MT,13.5,1799,5.0
Hyundai Grand i10 CRDi Magna,24.0,1120,5.0
Maruti 800 AC Uniq,16.1,796,4.0
Toyota Etios Liva Diesel,23.59,1364,5.0
Hyundai i20 Magna 1.4 CRDi,22.54,1396,5.0
Maruti Alto K10 VXI,24.07,998,5.0
BMW X1 sDrive20d,17.05,1995,5.0
Maruti Celerio VXI AT,23.1,998,5.0
Skoda Superb Elegance 1.8 TSI AT,13.7,1798,5.0
Mahindra Xylo E4,14.0,2498,7.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Maruti Swift Dzire VXI,19.1,1197,5.0
Ford Ecosport 1.0 Ecoboost Platinum Edition,18.88,999,5.0
Toyota Corolla Altis Diesel D4DG,21.43,1364,5.0
Hyundai i20 2015-2017 1.2 Magna,18.5,1197,5.0
Renault Captur 1.5 Diesel Platine Mono,20.37,1461,5.0
Mercedes-Benz E-Class 280 CDI,11.0,2987,5.0
Maruti Baleno RS 1.0 Petrol,21.1,998,5.0
Nissan Sunny 2011-2014 XL AT Special Edition,17.97,1498,5.0
Hyundai Grand i10 AT Asta,18.9,1197,5.0
Maruti Ciaz Zeta,21.56,1462,5.0
Hyundai Xcent 1.2 Kappa S,19.1,1197,5.0
Hyundai Verna 1.6 SX CRDi (O),22.32,1582,5.0
Maruti Wagon R VXI 1.2,21.5,1197,5.0
Hyundai Verna CRDi,16.8,1493,5.0
Toyota Etios Liva G,17.71,1197,5.0
Mahindra Xylo E4 ABS BS III,11.68,2498,7.0
Toyota Etios Liva GD,23.59,1364,5.0
Mahindra Thar DI 4X4,18.06,2523,7.0
Nissan X-Trail SLX MT,14.42,1995,5.0
Toyota Innova Crysta 2.8 ZX AT,11.36,2755,7.0
Hyundai Creta 1.4 CRDi S,21.38,1396,5.0
Maruti Swift VDI,28.4,1248,5.0
Hyundai Verna 1.6 CRDI SX Option,23.9,1582,5.0
Maruti Alto LXi BSIII,19.7,796,5.0
Maruti S Cross DDiS 200 Alpha,23.65,1248,5.0
Hyundai EON Era,21.1,814,5.0
Nissan Terrano XL,13.24,1598,5.0
Hyundai EON Era,21.1,814,5.0
Tata Zest Quadrajet 1.3 XT,20.65,1248,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,14.21,2143,5.0
Audi Q5 2.0 TDI Premium Plus,14.16,1968,5.0
Ford Fiesta 1.6 ZXi Leather,15.3,1596,5.0
BMW 3 Series 320d Prestige,18.88,1995,5.0
Maruti Baleno RS 1.0 Petrol,21.1,998,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,14.21,2143,5.0
Hyundai i10 Sportz 1.2,20.36,1197,5.0
Hyundai Grand i10 Asta Option,18.9,1197,5.0
Honda Brio S MT,19.4,1198,5.0
Hyundai i20 Magna 1.4 CRDi (Diesel),21.9,1396,5.0
Volkswagen Polo Petrol Highline 1.2L,16.47,1198,5.0
Honda City 1.5 EXI,13.0,1493,5.0
Skoda Octavia Ambiente 1.9 TDI,18.7,1896,5.0
Ford Endeavour 2.5L 4X2,13.1,2499,7.0
Chevrolet Cruze LTZ,18.3,1991,5.0
Honda CR-V AT With Sun Roof,14.0,1497.0,5.0
Honda Mobilio V i DTEC,24.2,1498,7.0
Maruti Ertiga VDI,20.77,1248,7.0
Hyundai Grand i10 Sportz,18.9,1197,5.0
Jaguar XF 3.0 Litre S Premium Luxury,14.74,2993,5.0
Honda Amaze VX i-Vtech,18.0,1198,5.0
Audi A6 2.7 TDI,12.4,2698,5.0
Hyundai i20 1.2 Spotz,18.6,1197,5.0
Volkswagen Ameo 1.2 MPI Highline Plus 16,17.0,1198,5.0
Renault Fluence 2.0,13.4,1997,5.0
Maruti Alto K10 VXI,24.07,998,5.0
Maruti Alto Std,19.7,796,5.0
Maruti Wagon R VXI BS IV,20.51,998,5.0
Fiat Linea 1.3 Emotion,20.4,1248,5.0
Maruti Swift Dzire Vdi BSIV,19.3,1248,5.0
Renault Scala Diesel RxL,21.64,1461,5.0
Hyundai i20 Magna,18.5,1197,5.0
Hyundai Xcent 1.2 Kappa SX Option,19.1,1197,5.0
Maruti Wagon R LXI,18.9,998,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Toyota Fortuner 4x2 AT,12.55,2982,7.0
Renault Duster 110PS Diesel RxZ Plus,19.64,1461,5.0
Hyundai Santro Xing GLS,17.92,1086,5.0
Hyundai Verna 1.6 SX VTVT,17.01,1591,5.0
BMW X1 sDrive 20d Exclusive,15.06,1995,5.0
Honda Civic 2006-2010 1.8 V AT,12.9,1799,5.0
Audi A6 35 TFSI Matrix,15.26,1798,5.0
Maruti Wagon R LXI BS IV,20.51,998,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,24.3,1248,5.0
Land Rover Discovery 3 TDV6 Diesel Automatic,11.8,2720,7.0
Maruti Dzire New,26.59,1248,5.0
Hyundai Verna VTVT 1.6 SX,17.0,1591,5.0
Maruti Ertiga ZDI Plus,25.47,1248,7.0
Hyundai Accent GLE,13.2,1495,5.0
Hyundai i20 1.2 Sportz,17.0,1197,5.0
Hyundai Verna VTVT 1.6 SX,17.0,1591,5.0
Maruti Alto LX,19.7,796,5.0
Mahindra Scorpio VLX,12.05,2179,8.0
Maruti Wagon R LXI,18.9,998,5.0
Hyundai i20 1.2 Sportz,17.0,1197,5.0
Maruti Ritz VDi,21.1,1248,5.0
Renault Koleos 2.0 Diesel,13.73,1995,5.0
BMW 3 Series 320d,22.69,1995,5.0
Honda Brio V MT,19.4,1198,5.0
Hyundai Sonata GOLD,11.7,1997,5.0
Maruti Swift Dzire VDi,19.3,1248,5.0
Mahindra XUV500 W8 4WD,16.0,2179,7.0
Hyundai i10 Sportz 1.1L,19.81,1086,5.0
Maruti Ciaz ZXi Plus,20.73,1373,5.0
Toyota Innova 2.5 V Diesel 8-seater,12.8,2494,8.0
Hyundai Grand i10 Sportz,18.9,1197,5.0
Chevrolet Optra Magnum 2.0 LS BSIII,16.52,1991,5.0
Mahindra Ssangyong Rexton RX5,12.83,2696,7.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Honda City i VTEC SV,17.4,1497,5.0
Ford Ecosport 1.5 DV5 MT Titanium,22.7,1498,5.0
Hyundai i20 Sportz 1.2,18.6,1197,5.0
Mercedes-Benz CLA 200 CDI Sport,17.9,2143,5.0
Hyundai EON Magna,22.0,814,5.0
Toyota Etios G Safety,17.6,1496,5.0
Maruti Swift Dzire Tour LDI,23.4,1248,5.0
Maruti Alto LXi,19.7,796,5.0
Maruti Celerio ZXI,23.1,998,5.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,22.7,1498,5.0
Nissan Terrano XV 110 PS Limited Edition,19.01,1461,5.0
Honda Accord VTi-L AT,11.1,2354,5.0
Maruti Swift Ldi BSIII,17.8,1248,5.0
Mahindra XUV500 AT W10 FWD,16.0,2179,7.0
Honda Jazz 1.2 VX i VTEC,18.7,1199,5.0
Honda City i VTEC V,17.8,1497,5.0
Fiat Grande Punto 1.2 Dynamic,15.7,1172,5.0
Maruti Ertiga ZXI,16.02,1373,7.0
Nissan Micra XL,18.44,1198,5.0
Honda City 1.5 V MT,17.0,1497,5.0
Toyota Etios VX,16.78,1496,5.0
BMW 3 Series 320d Luxury Line,18.88,1995,5.0
Honda Jazz 1.2 SV i VTEC,18.7,1199,5.0
Maruti Dzire VDI,28.4,1248,5.0
Skoda Rapid 1.6 TDI Elegance,20.5,1598,5.0
Mahindra XUV500 W6 2WD,15.1,2179,7.0
Hyundai Grand i10 AT Asta,18.9,1197,5.0
Honda City 1.5 V MT,17.0,1497,5.0
Toyota Innova 2.5 GX 7 STR,12.8,2494,7.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Maruti Swift Dzire VDi,19.3,1248,5.0
Volkswagen Vento Petrol Highline,15.04,1598,5.0
Audi A4 2.0 TDI,16.55,1968,5.0
Maruti Ertiga LXI,16.02,1373,7.0
Maruti 800 AC,16.1,796,4.0
Honda City 1.5 V MT,17.0,1497,5.0
Maruti Swift Dzire VXI,19.1,1197,5.0
Toyota Camry Hybrid,19.16,2494,5.0
Hyundai Grand i10 CRDi Sportz,24.0,1120,5.0
Toyota Innova Crysta 2.8 GX AT 8S,11.36,2755,8.0
Hyundai i10 Magna,20.36,1197,5.0
Hyundai Grand i10 AT Asta,18.9,1197,5.0
Maruti Baleno Alpha Diesel,27.39,1248,5.0
Skoda Superb Style 1.8 TSI AT,14.67,1798,5.0
Mercedes-Benz New C-Class 220 CDI AT,14.84,2143,5.0
Maruti Ritz VDi,21.1,1248,5.0
Maruti Swift Dzire Tour LDI,23.4,1248,5.0
Honda Civic 2010-2013 1.8 V MT,14.8,1799,5.0
Maruti Ertiga SHVS VDI,24.52,1248,7.0
Hyundai Elantra CRDi SX,22.7,1582,5.0
Toyota Fortuner 4x2 AT,12.55,2982,7.0
Volkswagen Polo GT TSI,17.21,1197,5.0
Skoda Octavia Classic 1.9 TDI MT,18.7,1896,5.0
Volkswagen Polo 1.5 TDI Trendline,20.14,1498,5.0
Hyundai Santro Xing GL Plus,17.92,1086,5.0
Hyundai Accent GLE,13.2,1495,5.0
Hyundai EON D Lite Plus,21.1,814,5.0
